timestamp,symbol,mid_price,spread,open,high,low,close,volume,bid_price_1,bid_size_1,ask_price_1,ask_size_1,bid_price_2,bid_size_2,ask_price_2,ask_size_2,bid_price_3,bid_size_3,ask_price_3,ask_size_3,bid_price_4,bid_size_4,ask_price_4,ask_size_4,bid_price_5,bid_size_5,ask_price_5,ask_size_5,bid_price_6,bid_size_6,ask_price_6,ask_size_6,bid_price_7,bid_size_7,ask_price_7,ask_size_7,bid_price_8,bid_size_8,ask_price_8,ask_size_8,bid_price_9,bid_size_9,ask_price_9,ask_size_9,bid_price_10,bid_size_10,ask_price_10,ask_size_10,bid_price_11,bid_size_11,ask_price_11,ask_size_11,bid_price_12,bid_size_12,ask_price_12,ask_size_12,bid_price_13,bid_size_13,ask_price_13,ask_size_13,bid_price_14,bid_size_14,ask_price_14,ask_size_14,bid_price_15,bid_size_15,ask_price_15,ask_size_15,bid_price_16,bid_size_16,ask_price_16,ask_size_16,bid_price_17,bid_size_17,ask_price_17,ask_size_17,bid_price_18,bid_size_18,ask_price_18,ask_size_18,bid_price_19,bid_size_19,ask_price_19,ask_size_19,bid_price_20,bid_size_20,ask_price_20,ask_size_20,total_bid_volume,total_ask_volume,volume_imbalance,trade_price,trade_size,trade_side
2025-09-19 16:01:17.409713,BTCUSDT,1001.3,5.1,1000.9,1004.8,998.0,1001.3,59.0931,998.7,2.728636,1003.8,1.226797,998.2,0.054891,1004.3,1.213634,997.7,0.09129,1004.8,0.015747,997.2,0.147435,1005.3,0.161497,996.7,0.438937,1005.8,0.063834,996.2,0.071606,1006.3,0.006619,995.7,0.192768,1006.8,0.306441,995.2,0.001652,1007.3,0.026539,994.7,0.349859,1007.8,0.376162,994.2,0.195009,1008.3,0.023639,993.7,0.001,1008.8,0.226922,993.2,0.05738,1009.3,0.016682,992.7,0.083037,1009.8,0.078868,992.2,0.190939,1010.3,0.002405,991.7,0.171823,1010.8,0.075298,991.2,0.064293,1011.3,0.07766,990.7,0.052121,1011.8,0.003728,990.2,0.053859,1012.3,0.01152,989.7,0.027752,1012.8,0.079414,989.2,0.283438,1013.3,0.051362,5.257724,4.044767,0.1304,,,
2025-09-19 16:01:17.459713,BTCUSDT,1000.2,1.2,1000.0,1001.0,999.5,1000.2,80.7137,999.7,0.40197,1000.8,3.965933,999.2,0.442547,1001.3,0.842959,998.7,0.275944,1001.8,0.822714,998.2,0.441787,1002.3,0.692088,997.7,0.475363,1002.8,0.29725,997.2,0.113977,1003.3,0.340663,996.7,0.224084,1003.8,0.075785,996.2,0.1242,1004.3,0.050724,995.7,0.031523,1004.8,0.261659,995.2,0.050252,1005.3,0.052055,994.7,0.03551,1005.8,0.06382,994.2,0.103949,1006.3,0.007054,993.7,0.003634,1006.8,0.13497,993.2,0.053584,1007.3,0.007125,992.7,0.011779,1007.8,0.043128,992.2,0.023444,1008.3,0.01941,991.7,0.030489,1008.8,0.019385,991.2,0.095118,1009.3,0.007813,990.7,0.18324,1009.8,0.018821,990.2,0.033968,1010.3,0.038899,3.156362,7.762256,-0.4218,,,
2025-09-19 16:01:17.509713,BTCUSDT,1000.0,0.5,999.8,1000.3,999.7,1000.0,130.6489,999.8,0.905975,1000.2,0.21268,999.3,0.276139,1000.7,1.615552,998.8,0.708707,1001.2,0.130122,998.3,0.17996,1001.7,0.454997,997.8,0.08792,1002.2,0.299205,997.3,0.18459,1002.7,0.183232,996.8,0.065171,1003.2,0.117646,996.3,0.11457,1003.7,0.442328,995.8,0.073982,1004.2,0.137052,995.3,0.095729,1004.7,0.033057,994.8,0.030782,1005.2,0.002678,994.3,0.088451,1005.7,0.049813,993.8,0.011563,1006.2,0.003746,993.3,0.008736,1006.7,0.120384,992.8,0.158848,1007.2,0.081984,992.3,0.052302,1007.7,0.025129,991.8,0.00386,1008.2,0.057031,991.3,0.089738,1008.7,0.04163,990.8,0.091584,1009.2,0.017998,990.3,0.008998,1009.7,0.029834,3.237606,4.056099,-0.1122,,,
2025-09-19 16:01:17.559713,BTCUSDT,1001.3,0.3,1001.2,1001.5,1001.1,1001.3,94.4197,1001.2,1.558967,1001.5,0.380081,1000.7,0.008925,1002.0,0.208325,1000.2,0.045711,1002.5,0.415195,999.7,0.268531,1003.0,0.008547,999.2,0.071384,1003.5,0.073699,998.7,0.28118,1004.0,0.095399,998.2,0.032631,1004.5,0.175155,997.7,0.125308,1005.0,0.405193,997.2,0.015423,1005.5,0.10806,996.7,0.073147,1006.0,0.01652,996.2,0.185094,1006.5,0.004092,995.7,0.01834,1007.0,0.071149,995.2,0.077986,1007.5,0.20533,994.7,0.04784,1008.0,0.058108,994.2,0.019783,1008.5,0.009523,993.7,0.019061,1009.0,0.040223,993.2,0.234332,1009.5,0.069604,992.7,0.015745,1010.0,0.005069,992.2,0.006043,1010.5,0.004954,991.7,0.143006,1011.0,0.16815,3.248433,2.522377,0.1258,,,
2025-09-19 16:01:17.609713,BTCUSDT,1000.0,2.3,999.6,1001.6,998.7,1000.0,345.2566,998.8,2.556402,1001.2,0.492349,998.3,0.37739,1001.7,1.034936,997.8,0.444609,1002.2,0.057856,997.3,0.36541,1002.7,0.378439,996.8,0.002915,1003.2,0.140693,996.3,0.071973,1003.7,0.038335,995.8,0.021576,1004.2,0.231788,995.3,0.056039,1004.7,0.136119,994.8,0.130724,1005.2,0.008739,994.3,0.028753,1005.7,0.261219,993.8,0.023783,1006.2,0.005584,993.3,0.04304,1006.7,0.27697,992.8,0.006469,1007.2,0.016967,992.3,0.064005,1007.7,0.021844,991.8,0.001,1008.2,0.038276,991.3,0.136388,1008.7,0.064578,990.8,0.105026,1009.2,0.210741,990.3,0.012766,1009.7,0.014939,989.8,0.033201,1010.2,0.013682,989.3,0.03155,1010.7,0.009474,4.51302,3.453527,0.133,999.7,0.045172,-1.0
2025-09-19 16:01:17.659713,BTCUSDT,1001.4,1.1,1001.1,1002.3,1000.5,1001.4,90.4679,1000.9,0.523306,1002.0,1.082764,1000.4,0.686931,1002.5,1.405559,999.9,0.062055,1003.0,0.479838,999.4,0.240897,1003.5,0.3466,998.9,0.254504,1004.0,0.263002,998.4,0.20101,1004.5,0.11472,997.9,0.142977,1005.0,0.04036,997.4,0.274201,1005.5,0.033245,996.9,0.247785,1006.0,0.162731,996.4,0.111528,1006.5,0.219897,995.9,0.040176,1007.0,0.102867,995.4,0.12464,1007.5,0.011834,994.9,0.267826,1008.0,0.170852,994.4,0.013793,1008.5,0.004516,993.9,0.001,1009.0,0.004626,993.4,0.041505,1009.5,0.005939,992.9,0.14681,1010.0,0.237644,992.4,0.00212,1010.5,0.031836,991.9,0.008328,1011.0,0.009399,991.4,0.083665,1011.5,0.009822,3.475055,4.738049,-0.1538,1001.6,0.350937,1.0
2025-09-19 16:01:17.709713,BTCUSDT,1000.0,4.3,999.0,1003.4,997.7,1000.0,37.0341,997.9,0.766922,1002.1,1.22659,997.4,0.04153,1002.6,0.112006,996.9,0.223529,1003.1,0.210844,996.4,1.076841,1003.6,0.356327,995.9,0.681026,1004.1,0.203878,995.4,0.021775,1004.6,0.01153,994.9,0.075039,1005.1,0.300845,994.4,0.010127,1005.6,0.005617,993.9,0.0026,1006.1,0.273357,993.4,0.006061,1006.6,0.093715,992.9,0.12511,1007.1,0.365327,992.4,0.147416,1007.6,0.015307,991.9,0.024584,1008.1,0.006135,991.4,0.005177,1008.6,0.008012,990.9,0.015625,1009.1,0.128836,990.4,0.035382,1009.6,0.001,989.9,0.00735,1010.1,0.012662,989.4,0.071944,1010.6,0.165393,988.9,0.094883,1011.1,0.042338,988.4,0.277956,1011.6,0.058861,3.710876,3.598579,0.0154,,,
2025-09-19 16:01:17.759713,BTCUSDT,1003.0,2.4,1002.8,1004.4,1001.6,1003.0,31.9158,1001.9,0.24832,1004.2,0.904511,1001.4,0.978769,1004.7,0.102688,1000.9,0.946031,1005.2,0.113014,1000.4,0.40499,1005.7,1.591208,999.9,0.023719,1006.2,0.437263,999.4,0.124171,1006.7,0.046524,998.9,0.113262,1007.2,0.021575,998.4,0.057399,1007.7,0.08019,997.9,0.094333,1008.2,0.07817,997.4,0.214276,1008.7,0.04129,996.9,0.035573,1009.2,0.004367,996.4,0.008771,1009.7,0.010595,995.9,0.001576,1010.2,0.173816,995.4,0.013592,1010.7,0.074953,994.9,0.012688,1011.2,0.149382,994.4,0.073096,1011.7,0.002458,993.9,0.001276,1012.2,0.011014,993.4,0.058477,1012.7,0.093812,992.9,0.022125,1013.2,0.11061,992.4,0.074806,1013.7,0.079734,3.50725,4.127174,-0.0812,1002.8,0.008096,-1.0
2025-09-19 16:01:17.809713,BTCUSDT,1000.0,0.4,1000.0,1000.2,999.8,1000.0,223.2002,999.8,0.865188,1000.2,3.986968,999.3,0.509929,1000.7,0.407165,998.8,0.209499,1001.2,0.060992,998.3,0.155851,1001.7,0.135471,997.8,0.012092,1002.2,0.050679,997.3,0.013172,1002.7,0.091497,996.8,0.192448,1003.2,0.175553,996.3,0.123898,1003.7,0.068709,995.8,0.061031,1004.2,0.150533,995.3,0.415251,1004.7,0.008351,994.8,0.100961,1005.2,0.179652,994.3,0.071663,1005.7,0.002833,993.8,0.08147,1006.2,0.05168,993.3,0.075053,1006.7,0.111157,992.8,0.019988,1007.2,0.113426,992.3,0.068449,1007.7,0.003372,991.8,0.008213,1008.2,0.042622,991.3,0.058754,1008.7,0.004109,990.8,0.009103,1009.2,0.060506,990.3,0.02338,1009.7,0.029981,3.075396,5.735257,-0.3019,,,
2025-09-19 16:01:17.859713,BTCUSDT,1000.0,4.2,999.4,1002.6,994.9,1000.0,469.623,997.9,0.56889,1002.1,0.317347,997.4,0.087205,1002.6,0.080705,996.9,0.096266,1003.1,0.37759,996.4,0.331073,1003.6,0.062907,995.9,0.149326,1004.1,0.058227,995.4,0.001,1004.6,0.147557,994.9,0.008825,1005.1,0.41077,994.4,0.399692,1005.6,0.038137,993.9,0.016465,1006.1,0.018284,993.4,0.019597,1006.6,0.121445,992.9,0.18789,1007.1,0.169563,992.4,0.041914,1007.6,0.079044,991.9,0.013157,1008.1,0.134389,991.4,0.052935,1008.6,0.034758,990.9,0.159643,1009.1,0.136427,990.4,0.118552,1009.6,0.050081,989.9,0.002085,1010.1,0.006508,989.4,0.086913,1010.6,0.00345,988.9,0.012162,1011.1,0.088518,988.4,0.032027,1011.6,0.01813,2.385618,2.353836,0.0067,,,
2025-09-19 16:01:17.909713,BTCUSDT,1001.3,3.3,999.9,1005.5,999.3,1001.3,178.0365,999.7,1.145969,1003.0,3.219246,999.2,0.527518,1003.5,0.450849,998.7,0.101265,1004.0,0.248047,998.2,0.405268,1004.5,0.093866,997.7,0.142196,1005.0,0.108898,997.2,0.047153,1005.5,0.276516,996.7,0.184462,1006.0,0.05865,996.2,0.113481,1006.5,0.027308,995.7,0.085784,1007.0,0.282208,995.2,0.012548,1007.5,0.06059,994.7,0.11938,1008.0,0.083881,994.2,0.059608,1008.5,0.056206,993.7,0.046138,1009.0,0.13222,993.2,0.020452,1009.5,0.083594,992.7,0.008382,1010.0,0.041059,992.2,0.019741,1010.5,0.012382,991.7,0.15087,1011.0,0.038988,991.2,0.051306,1011.5,0.067672,990.7,0.057643,1012.0,0.026499,990.2,0.12119,1012.5,0.043187,3.420354,5.411866,-0.2255,1003.2,0.018737,1.0
2025-09-19 16:01:17.959713,BTCUSDT,1002.5,0.8,1002.3,1003.5,1002.0,1002.5,11.4678,1002.1,0.296417,1002.9,0.636084,1001.6,0.412705,1003.4,0.489472,1001.1,0.660186,1003.9,0.353817,1000.6,0.10114,1004.4,0.138379,1000.1,0.037931,1004.9,0.062548,999.6,0.314178,1005.4,0.185305,999.1,0.164172,1005.9,0.147395,998.6,0.163085,1006.4,0.145814,998.1,0.065737,1006.9,0.27121,997.6,0.001969,1007.4,0.118544,997.1,0.121101,1007.9,0.001837,996.6,0.060447,1008.4,0.014329,996.1,0.156486,1008.9,0.081805,995.6,0.019551,1009.4,0.029349,995.1,0.033967,1009.9,0.028856,994.6,0.039689,1010.4,0.225187,994.1,0.049074,1010.9,0.035448,993.6,0.001,1011.4,0.072975,993.1,0.117571,1011.9,0.075494,992.6,0.058516,1012.4,0.06892,2.87492,3.182768,-0.0508,,,
2025-09-19 16:01:18.009713,BTCUSDT,1006.4,1.9,1005.7,1008.3,1005.2,1006.4,11.4938,1005.4,0.062033,1007.3,1.503693,1004.9,1.285365,1007.8,0.136308,1004.4,0.380966,1008.3,0.044485,1003.9,0.140385,1008.8,0.198898,1003.4,0.125379,1009.3,0.067361,1002.9,0.052424,1009.8,0.117648,1002.4,0.323236,1010.3,0.111417,1001.9,0.00893,1010.8,0.426293,1001.4,0.080179,1011.3,0.01819,1000.9,0.059898,1011.8,0.006266,1000.4,0.113148,1012.3,0.052845,999.9,0.007127,1012.8,0.153852,999.4,0.026675,1013.3,0.043202,998.9,0.032712,1013.8,0.18546,998.4,0.021465,1014.3,0.051183,997.9,0.11801,1014.8,0.010247,997.4,0.024791,1015.3,0.127557,996.9,0.070579,1015.8,0.00442,996.4,0.03589,1016.3,0.02956,995.9,0.003301,1016.8,0.014558,2.972495,3.303441,-0.0527,,,
2025-09-19 16:01:18.059713,BTCUSDT,1008.6,2.4,1008.3,1010.8,1006.5,1008.6,29.8031,1007.4,1.670124,1009.8,4.465439,1006.9,0.708654,1010.3,0.712072,1006.4,0.3877,1010.8,2.287022,1005.9,0.027344,1011.3,0.04233,1005.4,0.049242,1011.8,0.029939,1004.9,0.367122,1012.3,0.153158,1004.4,0.107376,1012.8,0.098697,1003.9,0.011435,1013.3,0.062959,1003.4,0.069514,1013.8,0.1629,1002.9,0.17929,1014.3,0.025383,1002.4,0.036963,1014.8,0.00934,1001.9,0.061536,1015.3,0.03061,1001.4,0.023819,1015.8,0.048321,1000.9,0.047623,1016.3,0.095599,1000.4,0.076267,1016.8,0.08301,999.9,0.190201,1017.3,0.048125,999.4,0.12265,1017.8,0.062778,998.9,0.009788,1018.3,0.044565,998.4,0.084165,1018.8,0.052645,997.9,0.00457,1019.3,0.080305,4.235381,8.595196,-0.3398,,,
2025-09-19 16:01:18.109713,BTCUSDT,1008.7,0.6,1008.3,1009.0,1008.3,1008.7,66.3653,1008.3,1.498721,1009.0,1.467587,1007.8,1.279114,1009.5,0.601503,1007.3,0.532466,1010.0,0.039727,1006.8,0.171202,1010.5,0.036492,1006.3,0.605868,1011.0,0.122738,1005.8,0.077083,1011.5,0.100831,1005.3,0.401095,1012.0,0.273038,1004.8,0.035658,1012.5,0.07978,1004.3,0.024659,1013.0,0.078706,1003.8,0.217543,1013.5,0.272233,1003.3,0.094195,1014.0,0.001558,1002.8,0.02313,1014.5,0.155721,1002.3,0.008421,1015.0,0.009227,1001.8,0.14543,1015.5,0.040208,1001.3,0.05769,1016.0,0.119384,1000.8,0.06666,1016.5,0.234654,1000.3,0.028384,1017.0,0.032276,999.8,0.082302,1017.5,0.112445,999.3,0.014537,1018.0,0.208384,998.8,0.012561,1018.5,0.030959,5.376721,4.017451,0.1447,1008.7,0.792134,1.0
2025-09-19 16:01:18.159713,BTCUSDT,1008.7,2.2,1008.4,1010.4,1007.4,1008.7,201.115,1007.7,2.369651,1009.8,1.218216,1007.2,0.412496,1010.3,0.016369,1006.7,0.371245,1010.8,0.638373,1006.2,0.337845,1011.3,0.5433,1005.7,0.253253,1011.8,0.372237,1005.2,0.347141,1012.3,0.211257,1004.7,0.169945,1012.8,0.2385,1004.2,0.088685,1013.3,0.060922,1003.7,0.010279,1013.8,0.138993,1003.2,0.078861,1014.3,0.108712,1002.7,0.121926,1014.8,0.005203,1002.2,0.015247,1015.3,0.001,1001.7,0.124939,1015.8,0.010378,1001.2,0.045885,1016.3,0.058938,1000.7,0.031766,1016.8,0.123301,1000.2,0.009017,1017.3,0.068674,999.7,0.031698,1017.8,0.006168,999.2,0.00671,1018.3,0.008636,998.7,0.040729,1018.8,0.009702,998.2,0.001,1019.3,0.002504,4.868315,3.841379,0.1179,1009.6,0.04884,1.0
2025-09-19 16:01:18.209713,BTCUSDT,1011.3,0.1,1011.3,1011.4,1011.2,1011.3,17.8024,1011.3,0.203006,1011.4,0.167042,1010.8,0.421368,1011.9,0.606034,1010.3,0.259097,1012.4,0.216917,1009.8,0.095748,1012.9,0.012628,1009.3,0.557062,1013.4,0.062554,1008.8,0.214688,1013.9,0.342203,1008.3,0.031517,1014.4,0.419103,1007.8,0.00592,1014.9,0.154123,1007.3,0.262778,1015.4,0.07172,1006.8,0.103341,1015.9,0.237348,1006.3,0.225692,1016.4,0.084782,1005.8,0.070465,1016.9,0.129859,1005.3,0.100417,1017.4,0.127572,1004.8,0.148733,1017.9,0.099712,1004.3,0.038815,1018.4,0.026355,1003.8,0.070338,1018.9,0.020857,1003.3,0.008478,1019.4,0.057573,1002.8,0.041692,1019.9,0.177957,1002.3,0.013777,1020.4,0.008347,1001.8,0.108529,1020.9,0.157701,2.981462,3.18039,-0.0323,,,
